dummy,index,donki_date,cdaw_date,donki_speed,donki_ha,longitude,latitude,Accel,2nd_order_speed_final,2nd_order_speed_initial,2nd_order_speed_20R,Central_PA,MPA,sunspots,halo,Double_CME_100_MeV,target,100MeV_peak_intensity,threshold_time,peak_time,solar_wind_speed,100MeV_peak_intensity_ln,connection_angle_degrees,expected_richardson,expected_richardson_ln,Type_2_Area,richardson_formula_degrees_phi_2_solar_wind,diffusive_shock,V log V,CMEs_past_month,CMEs_past_9_hours,CMEs_over_1000_past_9_hrs,Max_speed_past_day,connection_angle_degrees_phi_2_solar_wind_sq_div,trained_richardson_ln,donki_speed_unnormalized
0,287,3/7/2012 0:36,3/7/2012 0:24,0.781021897810219,0.5172413793103449,0.3333333333333333,0.6629213483146067,0.1596091205211726,0.7699029126213592,2982,0.6958154506437768,1.0,0.15833333333333333,0.5326633165829145,1.0,1,1,56.311,218,904,391.5,4.030889898,-114.4426017,1.036158836,0.035520449,0.9884714304635159,0.028790854621707652,0.9980507956043092,0.759179939253918,0.24675324675324675,0.0,0.0,0.242,-3.541673629,-0.5003929844577715,2200.0
0,869,1/7/2014 18:24,1/7/2014 18:24,0.7302919708029197,0.5057471264367817,0.5833333333333334,0.3595505617977528,0.1883997057896396,0.5077669902912622,2085,0.45976394849785407,1.0,0.6416666666666667,0.7035175879396985,1.0,0,1,3.8035,115,250,381.8,1.335921695,-37.72799402,14.75944035,2.691882902,0.9546936757016139,0.6808390119994676,0.9970558406856992,0.7043872943922773,0.5844155844155844,0.0,0.0,0.0,-0.384911177,2.36086282487872,2061.0
0,352,5/17/2012 1:48,5/17/2012 1:48,0.5255474452554745,0.45977011494252873,0.7083333333333334,0.43820224719101125,0.19785646737417253,0.42815533980582526,1831,0.39511802575107297,1.0,0.725,0.5527638190954773,1.0,0,1,14.992,17,56,360.5,2.707516725,15.13896599,2.705313484,0.995217796,0.8634749588275217,0.9404329163225876,0.9870320134132129,0.4879282737630942,0.4025974025974026,0.0,0.0,0.164,-0.061976282,1.491141409903223,1500.0
0,868,1/6/2014 8:09,1/6/2014 8:00,0.44343065693430656,0.45977011494252873,0.7833333333333333,0.47752808988764045,0.24482504991068613,0.4401294498381877,1441,0.3715128755364807,1.0,0.7611111111111111,0.8391959798994975,1.0,0,1,2.8889,30,100,376.2,1.060875807,41.16772936,0.809690808,-0.211102823,0.9208742663837587,0.632650533375961,0.9758313088422553,0.40363475752608646,0.5844155844155844,0.0,0.0,0.1184,-0.458296901,0.6164826985923328,1275.0
0,108,8/4/2011 4:10,8/4/2011 4:12,0.6897810218978102,0.632183908045977,0.6111111111111112,0.5730337078651685,0.20909950614689501,0.34757281553398056,1539,0.3240343347639485,1.0,0.8277777777777777,0.4623115577889447,1.0,0,1,1.5055,159,280,344.7,0.409125069,-29.72332974,11.45341058,2.438287553,0.9690570493738108,0.7878988079516285,0.9960053122420016,0.6609371223777749,0.12987012987012986,0.0,0.0,0.528,-0.238906525,2.270887351072853,1950.0
0,2285,9/6/2017 12:24,9/6/2017 9:48,0.4299270072992701,0.4482758620689655,0.5638888888888889,0.4101123595505618,0.23778501628664492,0.10194174757281553,,0.0,0.6805555555555556,0.6833333333333333,0.5025125628140703,0.0,0,2,0.975,21,57,434.8,-0.025317808,-32.97190074,0.835280119,-0.179988138,0,0.7456676073651463,0.9730433455417922,0.3899383209805828,0.15584415584415584,0.0,0.0,0.0,-0.293982217,0.7021373409823539,1238.0
0,419,7/12/2012 16:54,7/12/2012 16:48,0.48905109489051096,0.7471264367816092,0.48333333333333334,0.398876404494382,0.4578123358201113,0.3533980582524272,,0.6075643776824035,1.0,0.4388888888888889,0.628140703517588,1.0,0,2,0.22,46,70,419,-1.514127733,-62.09476066,0.707889953,-0.345466631,0.9264184781118899,0.3525907211805272,0.9830289429746943,0.4502599315237441,0.6233766233766234,0.0,0.0,0.176,-1.042660709,0.2978622754867173,1400.0
0,860,12/28/2013 18:00,12/28/2013 17:36,0.2587591240875912,0.6896551724137931,0.7805555555555556,0.4887640449438202,0.22423032468214774,0.3200647249190938,1246,0.2593884120171674,1.0,0.7888888888888889,0.5025125628140703,1.0,0,2,0.25,85,190,336.5,-1.386294361,32.90365934,0.154560064,-1.867172497,0.7437298335484966,0.7465748441896773,0.8038198225523793,0.2213211170998752,0.6753246753246753,0.0,0.0,0.29,-0.292766576,-0.29371619689657175,769.0
0,141,9/22/2011 11:24,9/22/2011 10:48,0.6733576642335767,0.7471264367816092,0.25,0.550561797752809,0.18051907113586216,0.5058252427184466,2211,0.4852467811158798,1.0,0.2,0.5477386934673367,1.0,0,2,0.164,1027,1035,391.2,-1.807888851,-147.188799,0.035321818,-3.343254424,0.9141931287310177,0.0026597396934701966,0.9954864432935487,0.6434031926241126,0.2857142857142857,0.0,0.0,0.6,-5.858448503,-3.4443222414725216,1905.0
0,59,3/21/2011 2:54,3/21/2011 2:24,0.34306569343065696,0.7471264367816092,0.8611111111111112,0.6067415730337079,0.26069139434695804,0.4495145631067961,1294,0.3666845493562232,1.0,0.7611111111111111,0.12060301507537688,1.0,0,2,0.205,111,416,351,-1.5847453,66.3262414,0.144798248,-1.932413898,0,0.30437868596234047,0.9398301817914523,0.3031119749884647,0.11688311688311688,0.0,0.0,0.0,-1.189607977,-0.6994638230563086,1000.0
